---,Actor,Location,Rotation,Scale,Meshes
Row_2314,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2315,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2316,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2317,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2318,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2319,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2320,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2321,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2322,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2323,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2324,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2325,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2326,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
Row_2327,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Model/Stage/Map_small_tower/BP_pal_map_small_tower.BP_pal_map_small_tower_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/mesh/SM_pal_b07_PaldiumCrystal_02.SM_pal_b07_PaldiumCrystal_02'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b07/CustomPaldiumCrystal/material/MI_pal_crystal_02""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/Map_small_tower/SM_pal_map_small_tower_01.SM_pal_map_small_tower_01'',Materials=(MaterialInstanceConstant'""/Game/Others/KB3D/KB3D_Elysium/Materials/KB3D_ELS_GoldAnc""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/Boss/Material/M_pa_Boss_MockupEmmisiv3""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_metal""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b08/babel/material/MI_pal_b08_babel_tilling_whiteB""')))"
